article,pr_2020_03,pr_2020_07,pr_2021_03,pr_2022_01,shift_P1_to_P2,shift_P2_to_P3,shift_P3_to_P4,shift_overall
Reverse genetics,0.0008819960289513722,0.0004951184606277619,0.00041981855241351735,0.00035786083470591533,-0.0003868775683236104,-7.52999082142445e-05,-6.195771770760202e-05,-0.000524135194245457
Antiviral protein,0.0,0.0,0.0,0.00035786083470591533,0.0,0.0,0.00035786083470591533,0.00035786083470591533
SAE 304 stainless steel,0.0,0.0005045092314604053,0.000431173925803287,0.00035786083470591533,0.0005045092314604053,-7.333530565711832e-05,-7.331309109737165e-05,0.00035786083470591533
Open-science,0.0,0.0,0.0,0.00035786083470591533,0.0,0.0,0.00035786083470591533,0.00035786083470591533
CpG dinucleotides,0.0,0.0,0.0,0.00035786083470591533,0.0,0.0,0.00035786083470591533,0.00035786083470591533
P681H,0.0,0.0,0.0,0.00035786083470591533,0.0,0.0,0.00035786083470591533,0.00035786083470591533
Overlapping gene,0.0,0.0,0.00041981855241351735,0.00035786083470591533,0.0,0.00041981855241351735,-6.195771770760202e-05,0.00035786083470591533
Oral medicine,0.0,0.0,0.0,0.00035786083470591533,0.0,0.0,0.00035786083470591533,0.00035786083470591533
Respiratory droplets,0.0008651061803738813,0.0004905115274745221,0.00041981855241351735,0.00035786083470591533,-0.00037459465289935926,-7.069297506100472e-05,-6.195771770760202e-05,-0.000507245345667966
Nucleobase,0.0008819960289513722,0.0004905115274745221,0.00041981855241351735,0.00035786083470591533,-0.00039148450147685017,-7.069297506100472e-05,-6.195771770760202e-05,-0.000524135194245457
Conserved sequence,0.0008819960289513722,0.0004905115274745221,0.00041981855241351735,0.00035786083470591533,-0.00039148450147685017,-7.069297506100472e-05,-6.195771770760202e-05,-0.000524135194245457
Cruise liner,0.0,0.0004905115274745221,0.00041981855241351735,0.00035786083470591533,0.0004905115274745221,-7.069297506100472e-05,-6.195771770760202e-05,0.00035786083470591533
Cryogenic electron microscopy,0.0008819960289513722,0.0004905115274745221,0.00041981855241351735,0.00035786083470591533,-0.00039148450147685017,-7.069297506100472e-05,-6.195771770760202e-05,-0.000524135194245457
Pangolins,0.0,0.0004853639907921861,0.0,0.00035786083470591533,0.0004853639907921861,-0.0004853639907921861,0.00035786083470591533,0.00035786083470591533
Uracil,0.0,0.0,0.0,0.00035786083470591533,0.0,0.0,0.00035786083470591533,0.00035786083470591533
PH,0.0,0.0004905115274745221,0.00041981855241351735,0.00035786083470591533,0.0004905115274745221,-7.069297506100472e-05,-6.195771770760202e-05,0.00035786083470591533
Viral replication,0.0,0.0004905115274745221,0.00041981855241351735,0.00035786083470591533,0.0004905115274745221,-7.069297506100472e-05,-6.195771770760202e-05,0.00035786083470591533
Downregulation,0.0,0.0004905115274745221,0.00041981855241351735,0.00035786083470591533,0.0004905115274745221,-7.069297506100472e-05,-6.195771770760202e-05,0.00035786083470591533
Viral entry,0.0,0.0004905115274745221,0.00041981855241351735,0.00035786083470591533,0.0004905115274745221,-7.069297506100472e-05,-6.195771770760202e-05,0.00035786083470591533
Protein structure prediction,0.0008819960289513722,0.0004905115274745221,0.00041981855241351735,0.00035786083470591533,-0.00039148450147685017,-7.069297506100472e-05,-6.195771770760202e-05,-0.000524135194245457
Protein Data Bank,0.0,0.0004905115274745221,0.00041981855241351735,0.00035786083470591533,0.0004905115274745221,-7.069297506100472e-05,-6.195771770760202e-05,0.00035786083470591533
Bat SARS-like coronavirus WIV1,0.0008819960289513722,0.0005191403263553696,0.00041981855241351735,0.00035786083470591533,-0.0003628557025960027,-9.932177394185221e-05,-6.195771770760202e-05,-0.000524135194245457
Sarbecovirus,0.000890712700966824,0.0004905115274745221,0.00041981855241351735,0.00035786083470591533,-0.0004002011734923019,-7.069297506100472e-05,-6.195771770760202e-05,-0.0005328518662609087
Natural reservoir,0.0,0.0004905115274745221,0.00041981855241351735,0.00035786083470591533,0.0004905115274745221,-7.069297506100472e-05,-6.195771770760202e-05,0.00035786083470591533
Nasal cavity,0.0,0.0,0.00041981855241351735,0.00035786083470591533,0.0,0.00041981855241351735,-6.195771770760202e-05,0.00035786083470591533
National Center for Biotechnology Information,0.0008819960289513722,0.0004905115274745221,0.00041981855241351735,0.00035786083470591533,-0.00039148450147685017,-7.069297506100472e-05,-6.195771770760202e-05,-0.000524135194245457
Neuropilin 1,0.0,0.0,0.00041981855241351735,0.00035786083470591533,0.0,0.00041981855241351735,-6.195771770760202e-05,0.00035786083470591533
Spillover event,0.0,0.0004905115274745221,0.00041981855241351735,0.00035786083470591533,0.0004905115274745221,-7.069297506100472e-05,-6.195771770760202e-05,0.00035786083470591533
The Sun (Nigeria),0.0,0.0004905115274745221,0.00041981855241351735,0.00035786083470591533,0.0004905115274745221,-7.069297506100472e-05,-6.195771770760202e-05,0.00035786083470591533
Airborne pathogen,0.0,0.0,0.00041981855241351735,0.00035786083470591533,0.0,0.00041981855241351735,-6.195771770760202e-05,0.00035786083470591533
Alphacoronavirus 1,0.0,0.0,0.0,0.00035786083470591533,0.0,0.0,0.00035786083470591533,0.00035786083470591533
Glycan,0.0,0.0,0.0,0.00035786083470591533,0.0,0.0,0.00035786083470591533,0.00035786083470591533
Codon usage bias,0.0,0.0,0.0,0.00035786083470591533,0.0,0.0,0.00035786083470591533,0.00035786083470591533
Basigin,0.0,0.0004905115274745221,0.00041981855241351735,0.00035786083470591533,0.0004905115274745221,-7.069297506100472e-05,-6.195771770760202e-05,0.00035786083470591533
Beta-CoV,0.0,0.0004905115274745221,0.00041981855241351735,0.00035786083470591533,0.0004905115274745221,-7.069297506100472e-05,-6.195771770760202e-05,0.00035786083470591533
Sense (molecular biology),0.0,0.0,0.0,0.00035786083470591533,0.0,0.0,0.00035786083470591533,0.00035786083470591533
Genetic diversity,0.0,0.0,0.0,0.00035786083470591533,0.0,0.0,0.00035786083470591533,0.00035786083470591533
ScienceAlert,0.0,0.0,0.00041981855241351735,0.00035786083470591533,0.0,0.00041981855241351735,-6.195771770760202e-05,0.00035786083470591533
Scanning electron micrographs,0.0,0.0004905115274745221,0.00041981855241351735,0.00035786083470591533,0.0004905115274745221,-7.069297506100472e-05,-6.195771770760202e-05,0.00035786083470591533
International Committee on Taxonomy of Viruses,0.0008819960289513722,0.0004905115274745221,0.00041981855241351735,0.00035786083470591533,-0.00039148450147685017,-7.069297506100472e-05,-6.195771770760202e-05,-0.000524135194245457
Fusion peptide,0.0,0.0004905115274745221,0.00041981855241351735,0.00035786083470591533,0.0004905115274745221,-7.069297506100472e-05,-6.195771770760202e-05,0.00035786083470591533
GC skew,0.0,0.0,0.0,0.00035786083470591533,0.0,0.0,0.00035786083470591533,0.00035786083470591533
Speech,0.0,0.0,0.00041981855241351735,0.00035786083470591533,0.0,0.00041981855241351735,-6.195771770760202e-05,0.00035786083470591533
K417N,0.0,0.0,0.0,0.00035786083470591533,0.0,0.0,0.00035786083470591533,0.00035786083470591533
Thorax (journal),0.0,0.0004905115274745221,0.00041981855241351735,0.00035786083470591533,0.0004905115274745221,-7.069297506100472e-05,-6.195771770760202e-05,0.00035786083470591533
Popular Science,0.0008819960289513722,0.0004905115274745221,0.00041981855241351735,0.00035786083470591533,-0.00039148450147685017,-7.069297506100472e-05,-6.195771770760202e-05,-0.000524135194245457
Subclinical infection,0.0,0.0004905115274745221,0.00041981855241351735,0.00035786083470591533,0.0004905115274745221,-7.069297506100472e-05,-6.195771770760202e-05,0.00035786083470591533
Stainless steel,0.0,0.0005045092314604053,0.00041981855241351735,0.00035786083470591533,0.0005045092314604053,-8.469067904688795e-05,-6.195771770760202e-05,0.00035786083470591533
Transmission electron micrograph,0.0,0.0004905115274745221,0.00041981855241351735,0.00035786083470591533,0.0004905115274745221,-7.069297506100472e-05,-6.195771770760202e-05,0.00035786083470591533
Stool test,0.0008819960289513722,0.0004905115274745221,0.00041981855241351735,0.00035786083470591533,-0.00039148450147685017,-7.069297506100472e-05,-6.195771770760202e-05,-0.000524135194245457
Arthritis,0.000786084747672034,0.00048030115249546,0.000419414122846993,0.00035783926033465107,-0.00030578359517657405,-6.088702964846698e-05,-6.157486251234193e-05,-0.00042824548733738296
Gastroesophageal reflux disease,0.0007856860332381142,0.00047515830290513223,0.00041133442386668856,0.00035771271547415344,-0.0003105277303329819,-6.382387903844367e-05,-5.362170839253512e-05,-0.0004279733177639607
SARS conspiracy theory,0.000813903913678795,0.00047597321995954275,0.000413826580847945,0.0003574952085312812,-0.00033793069371925225,-6.214663911159775e-05,-5.6331372316663787e-05,-0.0004564087051475138
Crimean–Congo hemorrhagic fever,0.0,0.00047597321995954275,0.000413826580847945,0.0003574952085312812,0.00047597321995954275,-6.214663911159775e-05,-5.6331372316663787e-05,0.0003574952085312812
Antihistamines,0.0,0.0,0.000413826580847945,0.0003574952085312812,0.0,0.000413826580847945,-5.6331372316663787e-05,0.0003574952085312812
Miracle Mineral Supplement,0.000813903913678795,0.00047597321995954275,0.000413826580847945,0.0003574952085312812,-0.00033793069371925225,-6.214663911159775e-05,-5.6331372316663787e-05,-0.0004564087051475138
Jim Bakker,0.000813903913678795,0.00047597321995954275,0.000413826580847945,0.0003574952085312812,-0.00033793069371925225,-6.214663911159775e-05,-5.6331372316663787e-05,-0.0004564087051475138
ScienceUpFirst,0.0,0.0,0.000413826580847945,0.0003574952085312812,0.0,0.000413826580847945,-5.6331372316663787e-05,0.0003574952085312812
The Epoch Times,0.000779037225616988,0.00047136628680630285,0.000413826580847945,0.0003574952085312812,-0.00030767093881068513,-5.753970595835786e-05,-5.6331372316663787e-05,-0.0004215420170857068
Timeline of the COVID-19 pandemic in Vietnam,0.0,0.0,0.00042637789778362666,0.000357467854362255,0.0,0.00042637789778362666,-6.891004342137163e-05,0.000357467854362255
Enhanced community quarantine in Luzon,0.0,0.0005021973009856772,0.0004177508885522311,0.00035743908188321855,0.0005021973009856772,-8.444641243344608e-05,-6.0311806669012525e-05,0.00035743908188321855
Inter-Agency Task Force for the Management of Emerging Infectious Diseases,0.0,0.0,0.0,0.00035743908188321855,0.0,0.0,0.00035743908188321855,0.00035743908188321855
Bronchiolitis,0.0,0.0,0.0004175530879725024,0.00035743271704311946,0.0,0.0004175530879725024,-6.012037092938295e-05,0.00035743271704311946
Human parainfluenza viruses,0.0,0.0,0.0,0.00035743271704311946,0.0,0.0,0.00035743271704311946,0.00035743271704311946
Carla Vizzotti,0.0,0.0,0.0004175530879725024,0.00035743271704311946,0.0,0.0004175530879725024,-6.012037092938295e-05,0.00035743271704311946
Naomichi Suzuki,0.000779037225616988,0.00048622536124192023,0.00042357021256834494,0.00035742685997290445,-0.00029281186437506775,-6.26551486735753e-05,-6.614335259544048e-05,-0.00042161036564408353
Iwate Prefecture,0.0,0.00048622536124192023,0.0,0.00035742685997290445,0.00048622536124192023,-0.00048622536124192023,0.00035742685997290445,0.00035742685997290445
Pharmaceutical drug,0.0007824759587285702,0.0004801011844621396,0.00041774241682277684,0.00035727920670936594,-0.0003023747742664306,-6.235876763936276e-05,-6.04632101134109e-05,-0.00042519675201920426
Responses to the COVID-19 pandemic in January 2020,0.0,0.0,0.0,0.0003572598392919449,0.0,0.0,0.0003572598392919449,0.0003572598392919449
Vietnamese government response to the COVID-19 pandemic,0.0,0.0,0.0,0.0003571787416396059,0.0,0.0,0.0003571787416396059,0.0003571787416396059
Horse,0.0007826733404461955,0.0004736089666927453,0.0004175895663464384,0.00035709196381036537,-0.00030906437375345023,-5.601940034630692e-05,-6.0497602536073024e-05,-0.0004255813766358302
Hantavirus,0.0007824759587285702,0.000489851870708922,0.00041808578335945294,0.00035703961430029246,-0.0002926240880196482,-7.176608734946904e-05,-6.104616905916048e-05,-0.00042543634442827774
H5N1,0.0007824759587285702,0.000489851870708922,0.00041808578335945294,0.00035703961430029246,-0.0002926240880196482,-7.176608734946904e-05,-6.104616905916048e-05,-0.00042543634442827774
COVID-19 protests in Australia,0.0,0.0,0.0,0.00035698613926650447,0.0,0.0,0.00035698613926650447,0.00035698613926650447
COVIDSafe,0.0,0.0,0.00042019118116898855,0.00035698613926650447,0.0,0.00042019118116898855,-6.320504190248408e-05,0.00035698613926650447
COVID-19 pandemic in Western Australia,0.0,0.0,0.0,0.00035698613926650447,0.0,0.0,0.00035698613926650447,0.00035698613926650447
Antidepressant,0.0,0.0,0.00042019118116898855,0.00035698613926650447,0.0,0.00042019118116898855,-6.320504190248408e-05,0.00035698613926650447
Coronavirus Australia,0.0,0.0004993591404238952,0.00042019118116898855,0.00035698613926650447,0.0004993591404238952,-7.916795925490662e-05,-6.320504190248408e-05,0.00035698613926650447
COVID-19 pandemic in the Northern Territory,0.0,0.0,0.0,0.00035698613926650447,0.0,0.0,0.00035698613926650447,0.00035698613926650447
COVID-19 pandemic in Queensland,0.0,0.0,0.0,0.00035698613926650447,0.0,0.0,0.00035698613926650447,0.00035698613926650447
National COVID-19 Commission Advisory Board,0.0,0.0,0.00042019118116898855,0.00035698613926650447,0.0,0.00042019118116898855,-6.320504190248408e-05,0.00035698613926650447
COVID-19 pandemic in South Australia,0.0,0.0,0.0,0.00035698613926650447,0.0,0.0,0.00035698613926650447,0.00035698613926650447
Metformin,0.0,0.0,0.00042019118116898855,0.00035698613926650447,0.0,0.00042019118116898855,-6.320504190248408e-05,0.00035698613926650447
Greg Hunt,0.000779037225616988,0.0004993591404238952,0.00042019118116898855,0.00035698613926650447,-0.0002796780851930928,-7.916795925490662e-05,-6.320504190248408e-05,-0.0004220510863504835
COVID-19 pandemic in the Australian Capital Territory,0.0,0.0,0.0,0.00035698613926650447,0.0,0.0,0.00035698613926650447,0.00035698613926650447
COVID-19 pandemic in Tasmania,0.0,0.0,0.0,0.00035698613926650447,0.0,0.0,0.00035698613926650447,0.00035698613926650447
Embolic and thrombotic events after COVID-19 vaccination,0.0,0.0,0.0,0.00035698613926650447,0.0,0.0,0.00035698613926650447,0.00035698613926650447
Anthony L. Komaroff,0.000798521551298586,0.0004790740403511465,0.0004163411091128508,0.00035678490138029264,-0.00031944751094743957,-6.27329312382957e-05,-5.955620773255815e-05,-0.0004417366499182934
Hendra virus,0.000798521551298586,0.0004790740403511465,0.0004163411091128508,0.00035678490138029264,-0.00031944751094743957,-6.27329312382957e-05,-5.955620773255815e-05,-0.0004417366499182934
Viral culture,0.0007824759587285702,0.0004911907655661175,0.00042121147761544036,0.00035678352334319333,-0.0002912851931624527,-6.997928795067715e-05,-6.442795427224704e-05,-0.00042569243538537687
SARS-CoV-2 Iota variant,0.0,0.0,0.0,0.00035666319394741635,0.0,0.0,0.00035666319394741635,0.00035666319394741635
SARS-CoV-2 lineage B.1.617,0.0,0.0,0.0,0.00035666319394741635,0.0,0.0,0.00035666319394741635,0.00035666319394741635
Prevalence,0.0,0.0,0.0,0.00035666319394741635,0.0,0.0,0.00035666319394741635,0.00035666319394741635
Deep vein thrombosis,0.0007826733404461955,0.0004736089666927453,0.00041022005562563494,0.0003566605107950323,-0.00030906437375345023,-6.338891106711037e-05,-5.3559544830602624e-05,-0.0004260128296511632
COVID-19 pandemic in the Northwest Territories,0.0,0.0004817812115691124,0.0004178790362955059,0.0003565742283347679,0.0004817812115691124,-6.390217527360651e-05,-6.130480796073801e-05,0.0003565742283347679
COVID-19 pandemic in Prince Edward Island,0.0,0.0004817812115691124,0.0004178790362955059,0.0003565742283347679,0.0004817812115691124,-6.390217527360651e-05,-6.130480796073801e-05,0.0003565742283347679
COVID-19 pandemic in Yukon,0.0,0.0004817812115691124,0.0004178790362955059,0.0003565742283347679,0.0004817812115691124,-6.390217527360651e-05,-6.130480796073801e-05,0.0003565742283347679
COVID-19 pandemic in Newfoundland and Labrador,0.0,0.0004817812115691124,0.0004178790362955059,0.0003565742283347679,0.0004817812115691124,-6.390217527360651e-05,-6.130480796073801e-05,0.0003565742283347679
COVID-19 pandemic in Nunavut,0.0,0.0004817812115691124,0.0004178790362955059,0.0003565742283347679,0.0004817812115691124,-6.390217527360651e-05,-6.130480796073801e-05,0.0003565742283347679
COVID-19 pandemic in Nova Scotia,0.0,0.0004817812115691124,0.0004178790362955059,0.0003565742283347679,0.0004817812115691124,-6.390217527360651e-05,-6.130480796073801e-05,0.0003565742283347679
COVID-19 pandemic in Ontario,0.0,0.0004817812115691124,0.0004178790362955059,0.0003565742283347679,0.0004817812115691124,-6.390217527360651e-05,-6.130480796073801e-05,0.0003565742283347679
COVID-19 pandemic in New Brunswick,0.0,0.0004817812115691124,0.0004178790362955059,0.0003565742283347679,0.0004817812115691124,-6.390217527360651e-05,-6.130480796073801e-05,0.0003565742283347679
COVID Alert,0.0,0.0,0.0,0.0003565742283347679,0.0,0.0,0.0003565742283347679,0.0003565742283347679
COVID-19 vaccination in Canada,0.0,0.0,0.0,0.0003565742283347679,0.0,0.0,0.0003565742283347679,0.0003565742283347679
Atlantic Bubble,0.0,0.0,0.0004307391900590263,0.0003565742283347679,0.0,0.0004307391900590263,-7.416496172425843e-05,0.0003565742283347679
CureVac COVID-19 vaccine,0.0,0.0,0.0004195619137439357,0.0003565710072445727,0.0,0.0004195619137439357,-6.2990906499363e-05,0.0003565710072445727
Adaptive immune system,0.0,0.0004856806862467267,0.0004152728863165882,0.0003565710072445727,0.0004856806862467267,-7.040779993013849e-05,-5.870187907201552e-05,0.0003565710072445727
Walvax COVID-19 vaccine,0.0,0.0,0.0,0.0003565710072445727,0.0,0.0,0.0003565710072445727,0.0003565710072445727
Primate,0.0,0.0004856806862467267,0.0004152728863165882,0.0003565710072445727,0.0004856806862467267,-7.040779993013849e-05,-5.870187907201552e-05,0.0003565710072445727
Rhabdoviridae,0.0,0.0004856806862467267,0.0004152728863165882,0.0003565710072445727,0.0004856806862467267,-7.040779993013849e-05,-5.870187907201552e-05,0.0003565710072445727
EMedicine,0.0007934407581379355,0.0004804622554250305,0.0004156244092533494,0.0003565078543812222,-0.00031297850271290505,-6.483784617168111e-05,-5.91165548721272e-05,-0.00043693290375671336
Fibromyalgia,0.0007934407581379355,0.0004804622554250305,0.0004156244092533494,0.0003565078543812222,-0.00031297850271290505,-6.483784617168111e-05,-5.91165548721272e-05,-0.00043693290375671336
Kidney disease,0.0007934407581379355,0.0004804622554250305,0.0004156244092533494,0.0003565078543812222,-0.00031297850271290505,-6.483784617168111e-05,-5.91165548721272e-05,-0.00043693290375671336
COVID-19 vaccination in the Republic of Ireland,0.0,0.0,0.0004164398126075291,0.0003564518375468906,0.0,0.0004164398126075291,-5.998797506063852e-05,0.0003564518375468906
Tony Holohan,0.0,0.0004819746832334245,0.0004164398126075291,0.0003564518375468906,0.0004819746832334245,-6.553487062589539e-05,-5.998797506063852e-05,0.0003564518375468906
COVID Tracker Ireland,0.0,0.0,0.0004164398126075291,0.0003564518375468906,0.0,0.0004164398126075291,-5.998797506063852e-05,0.0003564518375468906
Urination,0.0007856860332381142,0.00048426746618540194,0.00041584382843311773,0.00035643442855623036,-0.0003014185670527122,-6.842363775228422e-05,-5.940939987688737e-05,-0.0004292516046818838
Major depressive disorder,0.0008596922002469601,0.0004848033826224898,0.0004162106501559426,0.0003563691128104684,-0.0003748888176244703,-6.859273246654718e-05,-5.98415373454742e-05,-0.0005033230874364916
Sleep disorder,0.000786084747672034,0.0004756942193422201,0.0004162106501559426,0.0003563691128104684,-0.00031039052832981394,-5.948356918627747e-05,-5.98415373454742e-05,-0.0004297156348615656
Silicosis,0.0007969073793911289,0.00048205710766025293,0.00041963306797565395,0.0003563109769380623,-0.00031485027173087596,-6.242403968459897e-05,-6.332209103759168e-05,-0.0004405964024530666
Antihistamine,0.0007969073793911289,0.00048205710766025293,0.00041963306797565395,0.0003563109769380623,-0.00031485027173087596,-6.242403968459897e-05,-6.332209103759168e-05,-0.0004405964024530666
Timeline of the COVID-19 pandemic in the United Kingdom (July–December 2020),0.0,0.0,0.00042004873083658885,0.00035625379779517146,0.0,0.00042004873083658885,-6.37949330414174e-05,0.00035625379779517146
Timeline of the COVID-19 pandemic in the United Kingdom (January–June 2020),0.0,0.0,0.00042004873083658885,0.00035625379779517146,0.0,0.00042004873083658885,-6.37949330414174e-05,0.00035625379779517146
Bacteria,0.0007891247663496963,0.0004777716170349678,0.00041539512790883006,0.00035621035274763517,-0.00031135314931472844,-6.237648912613776e-05,-5.9184775161194884e-05,-0.0004329144136020611
Evacuations related to the COVID-19 pandemic,0.000779037225616988,0.00048257010494282926,0.0004249236147392901,0.0003562046209963553,-0.00029646712067415873,-5.7646490203539175e-05,-6.871899374293478e-05,-0.0004228326046206327
Attenuated vaccine,0.0,0.0004832583414268401,0.0004164418456241416,0.0003560239180200196,0.0004832583414268401,-6.681649580269852e-05,-6.041792760412199e-05,0.0003560239180200196
Muscle atrophy,0.0,0.0,0.0,0.0003560239180200196,0.0,0.0,0.0003560239180200196,0.0003560239180200196
Irritability,0.0,0.0,0.0004164418456241416,0.0003560239180200196,0.0,0.0004164418456241416,-6.041792760412199e-05,0.0003560239180200196
Death,0.0,0.0004853639907921861,0.0,0.0003560239180200196,0.0004853639907921861,-0.0004853639907921861,0.0003560239180200196,0.0003560239180200196
Cortisol,0.0007979648562791118,0.0004832583414268401,0.0004164418456241416,0.0003560239180200196,-0.0003147065148522717,-6.681649580269852e-05,-6.041792760412199e-05,-0.0004419409382590922
Confusion,0.0,0.0,0.0004164418456241416,0.0003560239180200196,0.0,0.0004164418456241416,-6.041792760412199e-05,0.0003560239180200196
Addison's disease,0.0007979648562791118,0.0004832583414268401,0.0004164418456241416,0.0003560239180200196,-0.0003147065148522717,-6.681649580269852e-05,-6.041792760412199e-05,-0.0004419409382590922
COVID-19 pandemic in Anguilla,0.0,0.0004896492850320623,0.0004158582396845233,0.00035588465786862735,0.0004896492850320623,-7.379104534753901e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in Bermuda,0.0,0.0004896492850320623,0.0004158582396845233,0.00035588465786862735,0.0004896492850320623,-7.379104534753901e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in Mayotte,0.0,0.0004877943827986905,0.0004158582396845233,0.00035588465786862735,0.0004877943827986905,-7.19361431141672e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in Mauritania,0.0,0.0004877943827986905,0.0004158582396845233,0.00035588465786862735,0.0004877943827986905,-7.19361431141672e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in Paraguay,0.0,0.0004805218576960507,0.0004158582396845233,0.00035588465786862735,0.0004805218576960507,-6.466361801152744e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in the United States Virgin Islands,0.0,0.0004896492850320623,0.0004158582396845233,0.00035588465786862735,0.0004896492850320623,-7.379104534753901e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in Panama,0.0,0.0004896492850320623,0.0004158582396845233,0.00035588465786862735,0.0004896492850320623,-7.379104534753901e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in Papua New Guinea,0.0,0.0005046649065016502,0.0004158582396845233,0.00035588465786862735,0.0005046649065016502,-8.880666681712688e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in Ghana,0.0,0.0004877943827986905,0.0004158582396845233,0.00035588465786862735,0.0004877943827986905,-7.19361431141672e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in Gibraltar,0.0,0.0004997144486272061,0.0004158582396845233,0.00035588465786862735,0.0004997144486272061,-8.385620894268281e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in Djibouti,0.0,0.0004877943827986905,0.0004158582396845233,0.00035588465786862735,0.0004877943827986905,-7.19361431141672e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in Dominica,0.0,0.0004896492850320623,0.0004158582396845233,0.00035588465786862735,0.0004896492850320623,-7.379104534753901e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in El Salvador,0.0,0.0004896492850320623,0.0004158582396845233,0.00035588465786862735,0.0004896492850320623,-7.379104534753901e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in Sint Eustatius,0.0,0.0004896492850320623,0.0004158582396845233,0.00035588465786862735,0.0004896492850320623,-7.379104534753901e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in Colombia,0.0,0.0004899116069303176,0.0004158582396845233,0.00035588465786862735,0.0004899116069303176,-7.405336724579435e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in the Democratic Republic of the Congo,0.0,0.0004877943827986905,0.0004158582396845233,0.00035588465786862735,0.0004877943827986905,-7.19361431141672e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in Venezuela,0.0,0.0004805218576960507,0.0004158582396845233,0.00035588465786862735,0.0004805218576960507,-6.466361801152744e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in the Dominican Republic,0.000779037225616988,0.0004896492850320623,0.0004158582396845233,0.00035588465786862735,-0.0002893879405849257,-7.379104534753901e-05,-5.997358181589592e-05,-0.00042315256774836063
COVID-19 pandemic in Uzbekistan,0.0,0.0004805218576960507,0.0004158582396845233,0.00035588465786862735,0.0004805218576960507,-6.466361801152744e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in Grenada,0.0,0.0004896492850320623,0.0004158582396845233,0.00035588465786862735,0.0004896492850320623,-7.379104534753901e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in Seychelles,0.0,0.0005145613483586073,0.0004158582396845233,0.00035588465786862735,0.0005145613483586073,-9.870310867408406e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in Réunion,0.0,0.0004877943827986905,0.0004158582396845233,0.00035588465786862735,0.0004877943827986905,-7.19361431141672e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in Guadeloupe,0.0,0.0004896492850320623,0.0004158582396845233,0.00035588465786862735,0.0004896492850320623,-7.379104534753901e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in Sierra Leone,0.0,0.0004877943827986905,0.0004158582396845233,0.00035588465786862735,0.0004877943827986905,-7.19361431141672e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in Åland,0.0,0.0,0.0,0.00035588465786862735,0.0,0.0,0.00035588465786862735,0.00035588465786862735
COVID-19 pandemic in Chad,0.0,0.0004877943827986905,0.0004158582396845233,0.00035588465786862735,0.0004877943827986905,-7.19361431141672e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in Gabon,0.0,0.0004877943827986905,0.0004158582396845233,0.00035588465786862735,0.0004877943827986905,-7.19361431141672e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in Niger,0.0,0.0004877943827986905,0.0004158582396845233,0.00035588465786862735,0.0004877943827986905,-7.19361431141672e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in Somalia,0.0,0.0004877943827986905,0.0004158582396845233,0.00035588465786862735,0.0004877943827986905,-7.19361431141672e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in Sudan,0.0,0.0004877943827986905,0.0004158582396845233,0.00035588465786862735,0.0004877943827986905,-7.19361431141672e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in Suriname,0.0,0.0004805218576960507,0.0004158582396845233,0.00035588465786862735,0.0004805218576960507,-6.466361801152744e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in Somaliland,0.0,0.0004805218576960507,0.0004158582396845233,0.00035588465786862735,0.0004805218576960507,-6.466361801152744e-05,-5.997358181589592e-05,0.00035588465786862735
COVID-19 pandemic in Saint Barthélemy,0.0,0.0004896492850320623,0.0004158582396845233,0.00035588465786862735,0.0004896492850320623,-7.379104534753901e-05,-5.997358181589592e-05,0.00035588465786862735
