article,pr_2020_03,pr_2020_07,pr_2021_03,pr_2022_01,shift_P1_to_P2,shift_P2_to_P3,shift_P3_to_P4,shift_overall
Timeline of the COVID-19 pandemic,0.000779037225616988,0.0005125951509542557,0.0004969542415791655,0.0004037293145779952,-0.00026644207466273225,-1.5640909375090237e-05,-9.322492700117031e-05,-0.0003753079110389928
COVID-19 pandemic in Canada,0.000779037225616988,0.0005022581284175973,0.00046468702717993634,0.00040360971801642835,-0.0002767790971993907,-3.7571101237660965e-05,-6.107730916350798e-05,-0.00037542750760055963
COVID-19 pandemic in Oceania,0.0,0.0005398865234467564,0.00048550397532503566,0.0004034351962573555,0.0005398865234467564,-5.438254812172071e-05,-8.206877906768019e-05,0.0004034351962573555
Rwanda,0.0008747330657772632,0.0005210509288679474,0.0004775326855228981,0.00040294730682070075,-0.0003536821369093158,-4.351824334504928e-05,-7.458537870219737e-05,-0.0004717857589565625
Xenophobia,0.000936808989096665,0.0005276354686048407,0.00044684659013329454,0.0004023817621211369,-0.0004091735204918243,-8.07888784715462e-05,-4.446482801215762e-05,-0.0005344272269755281
COVID-19 pandemic in Mexico,0.0,0.0005081261228166458,0.0004541247979838105,0.00040183864557334474,0.0005081261228166458,-5.4001324832835245e-05,-5.228615241046578e-05,0.00040183864557334474
Molnupiravir,0.0,0.00047136628680630285,0.00041262572968448136,0.0004018222517708516,0.00047136628680630285,-5.874055712182149e-05,-1.080347791362977e-05,0.0004018222517708516
2020 Tablighi Jamaat COVID-19 hotspot in Malaysia,0.0,0.0,0.00045886689428437794,0.0004015387853499568,0.0,0.00045886689428437794,-5.732810893442115e-05,0.0004015387853499568
Hydrogen bond,0.0,0.0,0.0,0.0004015326906210221,0.0,0.0,0.0004015326906210221,0.0004015326906210221
Antigen,0.0008003461125027111,0.0005442012718299109,0.00046496549194555994,0.00040136873676506555,-0.0002561448406728002,-7.923577988435098e-05,-6.359675518049438e-05,-0.00039897737573764554
Leishenshan Hospital,0.0009725238801218845,0.0005939391869999711,0.00047519317182422504,0.0004010526881586456,-0.00037858469312191344,-0.00011874601517574605,-7.414048366557942e-05,-0.000571471191963239
Human coronavirus HKU1,0.0009422203083308572,0.0005191403263553696,0.00041981855241351735,0.00040096273198807415,-0.0004230799819754876,-9.932177394185221e-05,-1.8855820425443207e-05,-0.000541257576342783
COVID-19 pandemic in Romania,0.0,0.0005371331103291854,0.0004621691647792047,0.00040001633603522005,0.0005371331103291854,-7.49639455499807e-05,-6.215282874398468e-05,0.00040001633603522005
Hand sanitiser,0.0008479781770119247,0.000598887364931519,0.00046724413577020434,0.00039998337376193494,-0.00024909081208040573,-0.00013164322916131468,-6.72607620082694e-05,-0.0004479948032499898
COVID-19 pandemic in Antarctica,0.0,0.0,0.00044152914939650674,0.0003999782983857289,0.0,0.00044152914939650674,-4.155085101077786e-05,0.0003999782983857289
Disinformation,0.000889448404479377,0.0005588046674278029,0.0004611453730682789,0.0003990471044668781,-0.0003306437370515741,-9.7659294359524e-05,-6.209826860140079e-05,-0.0004904013000124989
Protease,0.0,0.0005027848125700617,0.00042417815325526535,0.00039883948015512503,0.0005027848125700617,-7.860665931479639e-05,-2.5338673100140316e-05,0.00039883948015512503
Myocarditis,0.0,0.0004853639907921861,0.000460160844748376,0.00039861142138658204,0.0004853639907921861,-2.5203146043810084e-05,-6.154942336179396e-05,0.00039861142138658204
Oseltamivir,0.0008560834113034961,0.000523244183874098,0.00047282844179431815,0.00039835894200979647,-0.00033283922742939815,-5.041574207977984e-05,-7.446949978452168e-05,-0.00045772446929369967
Aerosol,0.0008018809177954133,0.0005037128216726207,0.0004517608083690174,0.0003983281984556431,-0.0002981680961227926,-5.19520133036033e-05,-5.343260991337427e-05,-0.00040355271933977015
Chronic obstructive pulmonary disease,0.0007898319691944716,0.0005171746154417043,0.00044815577361922326,0.0003983079083258766,-0.00027265735375276725,-6.901884182248109e-05,-4.984786529334663e-05,-0.00039152406086859497
Ebola virus disease,0.0009526494272211533,0.0005424689765422934,0.0004623297304970147,0.0003983024584988428,-0.0004101804506788599,-8.013924604527867e-05,-6.40272719981719e-05,-0.0005543469687223105
COVID-19 pandemic in Vatican City,0.0,0.0004997144486272061,0.0004158582396845233,0.000397949369656038,0.0004997144486272061,-8.385620894268281e-05,-1.7908870028485256e-05,0.000397949369656038
Polypropylene,0.0,0.00056845447882331,0.00048317322721937476,0.00039788046743223184,0.00056845447882331,-8.528125160393526e-05,-8.529275978714292e-05,0.00039788046743223184
Impact of the COVID-19 pandemic on cinema,0.0,0.0005389686252248632,0.0004751521354371932,0.0003978145707323002,0.0005389686252248632,-6.381648978767002e-05,-7.7337564704893e-05,0.0003978145707323002
Rabies,0.0008484359087082002,0.0005105960172519462,0.000462385811017619,0.0003977535778946353,-0.000337839891456254,-4.821020623432717e-05,-6.463223312298371e-05,-0.0004506823308135649
Antimalarial medication,0.0,0.0005515269236726761,0.00046636127602721616,0.00039763986328222953,0.0005515269236726761,-8.516564764545994e-05,-6.872141274498662e-05,0.00039763986328222953
Myocardial infarction,0.0008192796850160332,0.000541603625073481,0.0004636721057516421,0.0003973919157749938,-0.00027767605994255215,-7.793151932183895e-05,-6.628018997664829e-05,-0.0004218877692410394
COVID-19 pandemic in Saint Kitts and Nevis,0.0,0.0004896492850320623,0.0004383839729748982,0.00039729713339451767,0.0004896492850320623,-5.126531205716406e-05,-4.108683958038055e-05,0.00039729713339451767
Vomiting,0.0008589151439974038,0.0005290194410795203,0.00045743065181157226,0.0003972930593324577,-0.0003298957029178835,-7.158878926794802e-05,-6.013759247911458e-05,-0.0004616220846649461
White House COVID-19 outbreak,0.0,0.0,0.0004612648938614781,0.00039726223920796784,0.0,0.0004612648938614781,-6.400265465351024e-05,0.00039726223920796784
Immune response,0.0,0.0005408880012554389,0.00045991503557721585,0.00039707136473760127,0.0005408880012554389,-8.097296567822305e-05,-6.284367083961458e-05,0.00039707136473760127
COVID-19 lockdown in China,0.000779037225616988,0.00047136628680630285,0.00040826612884273337,0.0003970451585725116,-0.00030767093881068513,-6.310015796356949e-05,-1.1220970270221743e-05,-0.00038199206704447636
Amino acid,0.0,0.0005045092314604053,0.0,0.0003968428855346041,0.0005045092314604053,-0.0005045092314604053,0.0003968428855346041,0.0003968428855346041
COVID-19 pandemic in Cambodia,0.0,0.0004837409518473188,0.0004363454331724982,0.0003967729119411596,0.0004837409518473188,-4.739551867482064e-05,-3.957252123133856e-05,0.0003967729119411596
Bamlanivimab,0.0,0.0,0.0004975882017135128,0.0003966133310995558,0.0,0.0004975882017135128,-0.00010097487061395705,0.0003966133310995558
Fomite,0.0008263563022722976,0.0004905115274745221,0.0004956945169345114,0.00039640079425781434,-0.0003358447747977755,5.182989459989371e-06,-9.92937226766971e-05,-0.0004299555080144832
Immunity (medical),0.0007969073793911289,0.000501202348328472,0.00043967718850019915,0.0003962826330029195,-0.00029570503106265684,-6.15251598282729e-05,-4.339455549727967e-05,-0.0004006247463882094
Mortality rate,0.0009037085850137391,0.0005072161495770441,0.0004454448177621963,0.0003962761133175031,-0.00039649243543669497,-6.17713318148478e-05,-4.916870444469321e-05,-0.000507432471696236
Hypotension,0.0008746327001499836,0.0005402062747549365,0.0004621946668687024,0.00039615921562144294,-0.0003344264253950472,-7.801160788623409e-05,-6.603545124725943e-05,-0.0004784734845285407
Casirivimab/imdevimab,0.0,0.0,0.00044222519461775385,0.0003960701642113631,0.0,0.00044222519461775385,-4.6155030406390765e-05,0.0003960701642113631
Horseshoe bat,0.0,0.0005302184101681878,0.00045989839485369047,0.00039600101332689237,0.0005302184101681878,-7.03200153144973e-05,-6.38973815267981e-05,0.00039600101332689237
Infection fatality rate,0.0,0.0004853639907921861,0.0004659218110935971,0.00039599850534989165,0.0004853639907921861,-1.9442179698588957e-05,-6.992330574370547e-05,0.00039599850534989165
Rhinorrhea,0.0,0.0004872789555913742,0.00043629428651555504,0.0003958934356430257,0.0004872789555913742,-5.0984669075819175e-05,-4.040085087252934e-05,0.0003958934356430257
Epidemic curve,0.0,0.0005432933020054676,0.00046477984998748395,0.00039583761619493716,0.0005432933020054676,-7.85134520179837e-05,-6.89422337925468e-05,0.00039583761619493716
SARS-CoV-2 Epsilon variant,0.0,0.0,0.0,0.000395684240179158,0.0,0.0,0.000395684240179158,0.000395684240179158
Exposure Notification,0.0,0.0,0.00045259998543133314,0.00039567563411462795,0.0,0.00045259998543133314,-5.692435131670519e-05,0.00039567563411462795
West Nile virus,0.0008500500806156574,0.0005137646515123783,0.0004847482663183928,0.0003956300466589645,-0.00033628542910327903,-2.901638519398552e-05,-8.91182196594283e-05,-0.00045442003395669285
Type 2 diabetes,0.0,0.00048635051243537026,0.00043873689552696433,0.0003953988422463849,0.00048635051243537026,-4.761361690840593e-05,-4.333805328057941e-05,0.0003953988422463849
Provinces of China,0.0007877538976324397,0.0005326355941618628,0.0004564080432654025,0.0003952388034027208,-0.00025511830347057693,-7.622755089646029e-05,-6.116923986268172e-05,-0.00039251509422971894
Nucleic acid test,0.0,0.0,0.0004436307726304725,0.00039521881039775576,0.0,0.0004436307726304725,-4.841196223271673e-05,0.00039521881039775576
Long COVID,0.0,0.0,0.0004387065761527032,0.00039518581386713405,0.0,0.0004387065761527032,-4.3520762285569157e-05,0.00039518581386713405
Fever,0.0007824759587285702,0.00048797730492202167,0.0004340718281395133,0.0003951538335256985,-0.00029449865380654853,-5.3905476782508364e-05,-3.891799461381478e-05,-0.0003873221252028717
Multiple organ dysfunction syndrome,0.0008563895083584295,0.0005487887593598152,0.00045080514979874023,0.0003951458175796594,-0.0003076007489986143,-9.798360956107496e-05,-5.565933221908081e-05,-0.0004612436907787701
Hypogeusia,0.0008045167284313854,0.0004855965976370743,0.0004360671394828716,0.00039501868010800005,-0.00031892013079431113,-4.9529458154202706e-05,-4.104845937487155e-05,-0.0004094980483233854
Province of Bergamo,0.0,0.000528964266545594,0.00046725659722266367,0.00039496125216232557,0.000528964266545594,-6.170766932293034e-05,-7.22953450603381e-05,0.00039496125216232557
Kidney failure,0.0008409421129032121,0.0005203631567296303,0.00045474775595422167,0.0003948570153285148,-0.0003205789561735818,-6.561540077540862e-05,-5.9890740625706865e-05,-0.0004460850975746973
Pulmonology,0.0008495750159939381,0.0005440411422782112,0.000464203347065915,0.0003947998998161498,-0.0003055338737157269,-7.983779521229621e-05,-6.940344724976522e-05,-0.00045477511617778835
COVID-19 pandemic in Nigeria,0.0,0.000493245265734132,0.000437192345578426,0.0003947970250703337,0.000493245265734132,-5.605292015570598e-05,-4.239532050809232e-05,0.0003947970250703337
Economic impact of the COVID-19 pandemic in India,0.0,0.0004799130722762115,0.0004122394655699502,0.0003946366047558435,0.0004799130722762115,-6.767360670626127e-05,-1.7602860814106708e-05,0.0003946366047558435
National Geographic,0.0,0.0004905115274745221,0.000484903492932331,0.000394390709761667,0.0004905115274745221,-5.608034542191093e-06,-9.051278317066396e-05,0.000394390709761667
The Globe and Mail,0.0,0.0004979700749344636,0.0004167578257964946,0.0003938586940281763,0.0004979700749344636,-8.121224913796904e-05,-2.289913176831826e-05,0.0003938586940281763
National Institute for Health and Care Excellence,0.0,0.0,0.0004213203843981138,0.000393726657621246,0.0,0.0004213203843981138,-2.759372677686782e-05,0.000393726657621246
Antibiotic,0.000868502646656062,0.0005236472503713963,0.0004627104751663251,0.00039363862582175594,-0.0003448553962846657,-6.0936775205071183e-05,-6.907184934456915e-05,-0.00047486402083430604
Paracetamol,0.0008194770667336586,0.0004958758102667378,0.0004647165416274094,0.00039356556275343333,-0.0003236012564669208,-3.115926863932845e-05,-7.115097887397604e-05,-0.0004259115039802253
COVID-19 pandemic in Portugal,0.0,0.0004997144486272061,0.00044256778980875794,0.0003934977419812299,0.0004997144486272061,-5.7146658818448145e-05,-4.907004782752803e-05,0.0003934977419812299
COVID-19 pandemic in Serbia,0.0,0.0005390447822087167,0.000463264009892153,0.00039342868128779856,0.0005390447822087167,-7.578077231656368e-05,-6.983532860435442e-05,0.00039342868128779856
Orthomyxoviridae,0.0008914871342040765,0.0005318041555406154,0.00045915854080934033,0.0003933467771566761,-0.0003596829786634611,-7.264561473127509e-05,-6.581176365266425e-05,-0.0004981403570474004
Sore throat,0.0007979648562791118,0.0004832583414268401,0.0004314461129480492,0.00039326588774258567,-0.0003147065148522717,-5.181222847879094e-05,-3.818022520546351e-05,-0.00040469896853652615
Angiotensin-converting enzyme 2,0.0,0.0005213894497091847,0.0004394197021973331,0.0003930883670224102,0.0005213894497091847,-8.196974751185167e-05,-4.633133517492285e-05,0.0003930883670224102
COVID-19 pandemic in the Cook Islands,0.0,0.0,0.0,0.000392995142727467,0.0,0.0,0.000392995142727467,0.000392995142727467
TMPRSS2,0.0,0.0005406119255160054,0.0004545409675750224,0.0003929341527341009,0.0005406119255160054,-8.607095794098299e-05,-6.160681484092148e-05,0.0003929341527341009
Shincheonji Church of Jesus,0.000779037225616988,0.0005122486184266248,0.0004544925215938181,0.0003928478294772895,-0.0002667886071903632,-5.77560968328067e-05,-6.164469211652855e-05,-0.00038618939613969846
Breathing difficulties,0.0,0.0,0.00043176209312040215,0.00039261675797180336,0.0,0.00043176209312040215,-3.914533514859879e-05,0.00039261675797180336
Elsevier,0.0,0.0005193143954370456,0.00044607716984972306,0.00039261675797180336,0.0005193143954370456,-7.323722558732256e-05,-5.34604118779197e-05,0.00039261675797180336
Impact of the COVID-19 pandemic on sports,0.0,0.000616592313367855,0.00045980362566905503,0.00039240127533968845,0.000616592313367855,-0.00015678868769879997,-6.740235032936658e-05,0.00039240127533968845
Endoscopy,0.0,0.0,0.0004777109591657436,0.0003923534406763181,0.0,0.0004777109591657436,-8.535751848942548e-05,0.0003923534406763181
COVID-19 lockdowns in Italy,0.0,0.00047136628680630285,0.00040826612884273337,0.0003919335083045872,0.00047136628680630285,-6.310015796356949e-05,-1.6332620538146183e-05,0.0003919335083045872
Positive-sense single-stranded RNA virus,0.0008819960289513722,0.0004905115274745221,0.00042417815325526535,0.0003918319630297757,-0.00039148450147685017,-6.633337421925673e-05,-3.234619022548965e-05,-0.0004901640659215965
Inactivated vaccine,0.0,0.0004853639907921861,0.0004363928853539135,0.00039138211295978276,0.0004853639907921861,-4.897110543827256e-05,-4.5010772394130755e-05,0.00039138211295978276
COVID-19 pandemic in Slovakia,0.0,0.0005166980017646765,0.00044362075200630644,0.0003913037858623664,0.0005166980017646765,-7.307724975837008e-05,-5.231696614394003e-05,0.0003913037858623664
Air pollution,0.0007891247663496963,0.000516037896115635,0.000449749324560798,0.0003911945875688666,-0.0002730868702340612,-6.628857155483705e-05,-5.85547369919314e-05,-0.00039793017878082967
COVID-19 vaccine hesitancy in the United States,0.0,0.0,0.0,0.000391128120182516,0.0,0.0,0.000391128120182516,0.000391128120182516
Mink farm,0.0,0.0,0.00043768493581600155,0.00039106523398813053,0.0,0.00043768493581600155,-4.6619701827871015e-05,0.00039106523398813053
Airborne transmission,0.0,0.0,0.0004574325432394928,0.00039103775166240864,0.0,0.0004574325432394928,-6.639479157708416e-05,0.00039103775166240864
GDP,0.0,0.0005479261283625119,0.000463786104466787,0.0003909568131516035,0.0005479261283625119,-8.414002389572493e-05,-7.282929131518351e-05,0.0003909568131516035
Acute respiratory distress syndrome,0.0008685449134854636,0.0005404448403495286,0.0004476226971874337,0.0003908762466007504,-0.0003281000731359349,-9.282214316209492e-05,-5.6746450586683296e-05,-0.00047766866688471314
Non-invasive ventilation,0.0008495750159939381,0.0004994819106553192,0.00043123150843519685,0.00039085966871083006,-0.0003500931053386189,-6.82504022201224e-05,-4.037183972436679e-05,-0.0004587153472831081
Health in China,0.0008813135507317878,0.0005297769290331067,0.00046190253484245107,0.0003905080876690105,-0.0003515366216986811,-6.787439419065559e-05,-7.13944471734406e-05,-0.0004908054630627773
Timeline of the COVID-19 pandemic in 2019,0.0,0.0,0.00046142227073014345,0.00039041689633884417,0.0,0.00046142227073014345,-7.100537439129928e-05,0.00039041689633884417
Respiratory droplet,0.0,0.0005045092314604053,0.00046088917637904757,0.0003901604149547561,0.0005045092314604053,-4.3620055081357734e-05,-7.072876142429145e-05,0.0003901604149547561
Nextstrain,0.0,0.0,0.00046653473373203195,0.0003901365439281429,0.0,0.00046653473373203195,-7.639818980388906e-05,0.0003901365439281429
Indonesia large-scale social restrictions,0.0,0.0,0.0004184372367074901,0.00038994764560961376,0.0,0.0004184372367074901,-2.8489591097876352e-05,0.00038994764560961376
Gastroenteritis,0.0009151667550810626,0.0005308665644544405,0.00044381681795543893,0.00038975880574863587,-0.0003843001906266221,-8.704974649900157e-05,-5.405801220680306e-05,-0.0005254079493324268
Delirium,0.0,0.0,0.00041022005562563494,0.0003897151211448902,0.0,0.00041022005562563494,-2.0504934480744758e-05,0.0003897151211448902
Wiley (publisher),0.0,0.0005384596361052648,0.00045762959342050705,0.0003894988570636672,0.0005384596361052648,-8.08300426847578e-05,-6.813073635683983e-05,0.0003894988570636672
Hepatitis,0.0009717549196313399,0.0005789314031852767,0.0004902400417881559,0.00038920734006473926,-0.00039282351644606315,-8.869136139712079e-05,-0.00010103270172341666,-0.0005825475795666005
SARS-CoV-2 Mu variant,0.0,0.0,0.0,0.00038912320373216325,0.0,0.0,0.00038912320373216325,0.00038912320373216325
Coronavirus diseases,0.0,0.0,0.0,0.0003890771042409705,0.0,0.0,0.0003890771042409705,0.0003890771042409705
Human rhinovirus,0.0,0.0,0.00045997635633269487,0.00038893080593953826,0.0,0.00045997635633269487,-7.104555039315661e-05,0.00038893080593953826
Herpes simplex virus,0.0011137094953157373,0.000607580662380094,0.00045997635633269487,0.00038893080593953826,-0.0005061288329356433,-0.00014760430604739908,-7.104555039315661e-05,-0.0007247786893761991
Fang Bin,0.0,0.0005338386364320744,0.0004592924322353066,0.00038890841032107793,0.0005338386364320744,-7.454620419676777e-05,-7.038402191422867e-05,0.00038890841032107793
Li Zehua,0.0,0.0005338386364320744,0.0004592924322353066,0.00038890841032107793,0.0005338386364320744,-7.454620419676777e-05,-7.038402191422867e-05,0.00038890841032107793
T cell,0.0008406419302278151,0.0005528819635987679,0.0004890677019359937,0.0003888509330536035,-0.00028775996662904716,-6.381426166277417e-05,-0.00010021676888239024,-0.00045179099717421157
COVID-19 pandemic in Ukraine,0.0,0.0005434338113917157,0.00044425124753890886,0.0003884712649325402,0.0005434338113917157,-9.918256385280685e-05,-5.577998260636866e-05,0.0003884712649325402
Pancreatitis,0.0010187872140038899,0.000549231009241107,0.0004588771380431263,0.000388342472666749,-0.0004695562047627829,-9.035387119798067e-05,-7.053466537637729e-05,-0.0006304447413371408
Greek alphabet,0.0,0.0,0.0,0.0003883012163051683,0.0,0.0,0.0003883012163051683,0.0003883012163051683
COVID-19 pandemic in the State of Palestine,0.0,0.0005360817098745748,0.0004532355025329664,0.00038813596766793256,0.0005360817098745748,-8.284620734160843e-05,-6.509953486503382e-05,0.00038813596766793256
COVID-19 pandemic in Bulgaria,0.0,0.0005166980017646765,0.0004306352516421835,0.0003881122602116204,0.0005166980017646765,-8.606275012249301e-05,-4.2522991430563105e-05,0.0003881122602116204
Vasculitis,0.0008428976198256806,0.0005100456198138241,0.0004391554015935558,0.00038780291688259207,-0.00033285200001185653,-7.089021822026824e-05,-5.1352484710963755e-05,-0.0004550947029430885
COVID-19 pandemic in Poland,0.000779037225616988,0.0005541952795672393,0.0004372451269029251,0.00038766868392804617,-0.00022484194604974867,-0.00011695015266431424,-4.9576442974878906e-05,-0.0003913685416889418
COVID-19 pandemic in Greece,0.000779037225616988,0.0005051653315626476,0.00043377615692481903,0.0003876374281963178,-0.0002738718940543404,-7.138917463782855e-05,-4.6138728728501246e-05,-0.0003913997974206702
Retrovirus,0.0008406419302278151,0.0005172117687239615,0.00045555044144096125,0.0003875585554365755,-0.00032343016150385357,-6.166132728300025e-05,-6.799188600438574e-05,-0.00045308337479123956
Infectious Diseases Society of America,0.0008909485577362677,0.0005057639150429523,0.00045566555101218223,0.00038752023452037017,-0.00038518464269331535,-5.0098364030770094e-05,-6.814531649181207e-05,-0.0005034283232158975
Oxygen therapy,0.0007911926307440219,0.0005202954347941068,0.00044994960051723126,0.0003872979515062279,-0.0002708971959499151,-7.034583427687553e-05,-6.265164901100335e-05,-0.000403894679237794
COVID-19 lockdown in India,0.0,0.00047597321995954275,0.0004192756800837174,0.00038724582459794086,0.00047597321995954275,-5.6697539875825336e-05,-3.202985548577655e-05,0.00038724582459794086
Avian influenza,0.0008952917931636818,0.0005225449328796129,0.00046051853970155833,0.0003872300810705348,-0.0003727468602840689,-6.202639317805453e-05,-7.328845863102353e-05,-0.000508061712093147
Mayo Clinic,0.0,0.0005783540199515586,0.0005017171452018834,0.0003871555420950805,0.0005783540199515586,-7.663687474967519e-05,-0.00011456160310680295,0.0003871555420950805
Cohort study,0.0,0.0005053166914511624,0.00043758547289596186,0.00038711076623974263,0.0005053166914511624,-6.773121855520054e-05,-5.047470665621922e-05,0.00038711076623974263
Biological agent,0.0,0.0,0.0,0.0003870428601564254,0.0,0.0,0.0003870428601564254,0.0003870428601564254
Peplomer,0.0,0.0005425631846077632,0.0006165913055942896,0.000386939489994951,0.0005425631846077632,7.402812098652632e-05,-0.00022965181559933854,0.000386939489994951
COVID-19 pandemic in Washington (state),0.0,0.0005139597083187452,0.00045027138077854425,0.00038687117539469687,0.0005139597083187452,-6.368832754020091e-05,-6.340020538384738e-05,0.00038687117539469687
Superspreading event,0.0,0.0,0.0004236605152822988,0.0003867328705282488,0.0,0.0004236605152822988,-3.6927644754049976e-05,0.0003867328705282488
Cysteine,0.0,0.0004905115274745221,0.00041981855241351735,0.000386697089724171,0.0004905115274745221,-7.069297506100472e-05,-3.312146268934636e-05,0.000386697089724171
Dyspnea,0.0008192796850160332,0.0005102441484960143,0.0004496517863621445,0.0003863937936148811,-0.0003090355365200189,-6.059236213386981e-05,-6.325799274726335e-05,-0.00043288589140115204
Physical examination,0.000997777757510229,0.0004888386753717558,0.00042567698982758485,0.00038635048840274374,-0.0005089390821384732,-6.316168554417096e-05,-3.932650142484111e-05,-0.0006114272691074853
George F. Gao,0.0007934386837294735,0.0005403433477067064,0.0004564080432654025,0.00038632558484752227,-0.00025309533602276707,-8.393530444130391e-05,-7.008245841788022e-05,-0.0004071130988819512
Symptom,0.0007826733404461955,0.0005331688838131148,0.0004482177902107668,0.00038625873501156127,-0.00024950445663308074,-8.495109360234798e-05,-6.195905519920555e-05,-0.0003964146054346343
Yunnan,0.000964342827902251,0.0005617004665784488,0.0004645349958430471,0.0003861905978664889,-0.0004026423613238022,-9.716547073540169e-05,-7.834439797655817e-05,-0.0005781522300357621
Disease,0.0010213658519451145,0.0004904514891162339,0.0004482965448827903,0.00038618869200272865,-0.0005309143628288806,-4.215494423344358e-05,-6.210785288006165e-05,-0.0006351771599423858
Hyposmia,0.0007863932360828894,0.00047613432288911325,0.00042719355983047687,0.00038597122089257337,-0.00031025891319377613,-4.894076305863638e-05,-4.1222338937903506e-05,-0.000400422015190316
1918 flu pandemic,0.0008263563022722976,0.000529544511634054,0.0004501607291364701,0.00038587098082282467,-0.0002968117906382436,-7.938378249758391e-05,-6.42897483136454e-05,-0.0004404853214494729
Variant of concern,0.0,0.0,0.00042664401161922154,0.0003856962513681028,0.0,0.00042664401161922154,-4.094776025111873e-05,0.0003856962513681028
Symptomatic treatment,0.0008563895083584295,0.0005254660970065842,0.00045043677069147106,0.00038561157392442345,-0.0003309234113518453,-7.502932631511317e-05,-6.48251967670476e-05,-0.00047077793443400605
Vitamin C,0.0007824759587285702,0.0005135315678666659,0.00044945492210522644,0.0003856007482611834,-0.0002689443908619043,-6.407664576143948e-05,-6.385417384404302e-05,-0.0003968752104673868
Serum (blood),0.0,0.0005012766595772574,0.00042978171614540866,0.00038535401781459954,0.0005012766595772574,-7.149494343184877e-05,-4.442769833080913e-05,0.00038535401781459954
World Health Organization's response to the COVID-19 pandemic,0.0,0.000491841763818426,0.00042712029726110984,0.0003853105688193543,0.000491841763818426,-6.472146655731612e-05,-4.1809728441755557e-05,0.0003853105688193543
Matt Hancock,0.000912868957571399,0.0005461500491559309,0.00046498939566760086,0.0003852666986561733,-0.0003667189084154681,-8.116065348833e-05,-7.972269701142759e-05,-0.0005276022589152257
Social impact of the COVID-19 pandemic in the United Kingdom,0.0,0.0,0.0004496865521209331,0.0003852574026212233,0.0,0.0004496865521209331,-6.442914949970977e-05,0.0003852574026212233
Pleural effusion,0.0007824759587285702,0.000507930005580998,0.00044615632258220093,0.00038523009228101597,-0.0002745459531475722,-6.177368299879705e-05,-6.092623030118496e-05,-0.00039724586644755423
COVID-19 pandemic in the Community of Madrid,0.0,0.0004977885034023835,0.0004275024025271781,0.0003852033110716478,0.0004977885034023835,-7.028610087520535e-05,-4.2299091455530306e-05,0.0003852033110716478
SARS-CoV-2 Lambda variant,0.0,0.0,0.0,0.00038506314214488033,0.0,0.0,0.00038506314214488033,0.00038506314214488033
Anthropause,0.0,0.0,0.0004246282415386626,0.00038496430370555014,0.0,0.0004246282415386626,-3.966393783311244e-05,0.00038496430370555014
Baricitinib,0.000779037225616988,0.00047136628680630285,0.0004354806719354924,0.00038494095359322214,-0.00030767093881068513,-3.588561487081045e-05,-5.053971834227027e-05,-0.00039409627202376585
Methicillin-resistant Staphylococcus aureus,0.0007824759587285702,0.0005185132880841237,0.00044509532126347834,0.00038480035442406613,-0.0002639626706444465,-7.341796682064534e-05,-6.0294966839412204e-05,-0.00039767560430450406
Antibody-dependent cellular cytotoxicity,0.0,0.0004853639907921861,0.0004167578257964946,0.0003847713724244328,0.0004853639907921861,-6.860616499569151e-05,-3.198645337206175e-05,0.0003847713724244328
Anutin Charnvirakul,0.0009432384659764383,0.0005141269945052807,0.00043851589562547255,0.0003846345247594602,-0.0004291114714711576,-7.561109887980815e-05,-5.388137086601236e-05,-0.0005586039412169781
British government response to the COVID-19 pandemic,0.0,0.0,0.00042369335316868044,0.00038454820869875984,0.0,0.00042369335316868044,-3.91451444699206e-05,0.00038454820869875984
Arenavirus,0.0008305657549340593,0.0005143763814077522,0.0004565661977751882,0.000384435706537742,-0.00031618937352630714,-5.781018363256395e-05,-7.213049123744618e-05,-0.00044613004839631727
Tobacco smoking,0.0007863932360828894,0.00047613432288911325,0.00043889884263080396,0.00038432302143277775,-0.00031025891319377613,-3.7235480258309295e-05,-5.4575821198026204e-05,-0.00040207021465011163
2020–21 Singapore circuit breaker measures,0.0,0.0,0.0,0.00038431027993323383,0.0,0.0,0.00038431027993323383,0.00038431027993323383
Ferret,0.0,0.0004853639907921861,0.0004570485451541852,0.000384158280483508,0.0004853639907921861,-2.8315445638000896e-05,-7.289026467067718e-05,0.000384158280483508
COVID-19 pandemic in Albania,0.0,0.0004997144486272061,0.0004158582396845233,0.00038408702422604253,0.0004997144486272061,-8.385620894268281e-05,-3.1771215458480746e-05,0.00038408702422604253
Zhong Nanshan,0.0009469492684860191,0.0005099021479330986,0.00044226195608119696,0.00038398595516012834,-0.0004370471205529205,-6.764019185190166e-05,-5.8276000921068623e-05,-0.0005629633133258907
Li Keqiang,0.0008419853831329489,0.0005496987235653186,0.00044226195608119696,0.00038398595516012834,-0.00029228665956763033,-0.00010743676748412164,-5.8276000921068623e-05,-0.0004579994279728206
Cough,0.0008598282414700117,0.0005219277095668812,0.00042537717342588086,0.0003839077006291121,-0.0003379005319031305,-9.655053614100035e-05,-4.146947279676878e-05,-0.00047592054084089964
Zinc,0.000815311472008869,0.0004929779478497203,0.00042498603582279994,0.00038385405196715913,-0.00032233352415914876,-6.799191202692034e-05,-4.1131983855640806e-05,-0.0004314574200417099
Chris Whitty,0.0008392615049964729,0.0005121996445110713,0.00044298264399979476,0.00038364464853740763,-0.0003270618604854016,-6.921700051127657e-05,-5.933799546238713e-05,-0.0004556168564590653
